category,diagnosis_code,full_code,partial_description,full_description
C64,9,C649,"Malignant neoplasm of unsp kidney, except renal pelvis","Malignant neoplasm of unspecified kidney, except renal pelvis"
C65,1,C651,Malignant neoplasm of right renal pelvis,Malignant neoplasm of right renal pelvis
C65,2,C652,Malignant neoplasm of left renal pelvis,Malignant neoplasm of left renal pelvis
C65,9,C659,Malignant neoplasm of unspecified renal pelvis,Malignant neoplasm of unspecified renal pelvis
C66,1,C661,Malignant neoplasm of right ureter,Malignant neoplasm of right ureter
C66,2,C662,Malignant neoplasm of left ureter,Malignant neoplasm of left ureter
C66,9,C669,Malignant neoplasm of unspecified ureter,Malignant neoplasm of unspecified ureter
C67,0,C670,Malignant neoplasm of trigone of bladder,Malignant neoplasm of trigone of bladder
C67,1,C671,Malignant neoplasm of dome of bladder,Malignant neoplasm of dome of bladder
C67,2,C672,Malignant neoplasm of lateral wall of bladder,Malignant neoplasm of lateral wall of bladder
C67,3,C673,Malignant neoplasm of anterior wall of bladder,Malignant neoplasm of anterior wall of bladder
C67,4,C674,Malignant neoplasm of posterior wall of bladder,Malignant neoplasm of posterior wall of bladder
C67,5,C675,Malignant neoplasm of bladder neck,Malignant neoplasm of bladder neck
C67,6,C676,Malignant neoplasm of ureteric orifice,Malignant neoplasm of ureteric orifice
C67,7,C677,Malignant neoplasm of urachus,Malignant neoplasm of urachus
C67,8,C678,Malignant neoplasm of overlapping sites of bladder,Malignant neoplasm of overlapping sites of bladder
C67,9,C679,"Malignant neoplasm of bladder, unspecified","Malignant neoplasm of bladder, unspecified"
C68,0,C680,Malignant neoplasm of urethra,Malignant neoplasm of urethra
C68,1,C681,Malignant neoplasm of paraurethral glands,Malignant neoplasm of paraurethral glands
C68,8,C688,Malignant neoplasm of overlapping sites of urinary organs,Malignant neoplasm of overlapping sites of urinary organs
C68,9,C689,"Malignant neoplasm of urinary organ, unspecified","Malignant neoplasm of urinary organ, unspecified"
C690,0,C6900,Malignant neoplasm of unspecified conjunctiva,Malignant neoplasm of unspecified conjunctiva
C690,1,C6901,Malignant neoplasm of right conjunctiva,Malignant neoplasm of right conjunctiva
C690,2,C6902,Malignant neoplasm of left conjunctiva,Malignant neoplasm of left conjunctiva
C691,0,C6910,Malignant neoplasm of unspecified cornea,Malignant neoplasm of unspecified cornea
C691,1,C6911,Malignant neoplasm of right cornea,Malignant neoplasm of right cornea
C691,2,C6912,Malignant neoplasm of left cornea,Malignant neoplasm of left cornea
C692,0,C6920,Malignant neoplasm of unspecified retina,Malignant neoplasm of unspecified retina
C692,1,C6921,Malignant neoplasm of right retina,Malignant neoplasm of right retina
C692,2,C6922,Malignant neoplasm of left retina,Malignant neoplasm of left retina
C693,0,C6930,Malignant neoplasm of unspecified choroid,Malignant neoplasm of unspecified choroid
C693,1,C6931,Malignant neoplasm of right choroid,Malignant neoplasm of right choroid
C693,2,C6932,Malignant neoplasm of left choroid,Malignant neoplasm of left choroid
C694,0,C6940,Malignant neoplasm of unspecified ciliary body,Malignant neoplasm of unspecified ciliary body
C694,1,C6941,Malignant neoplasm of right ciliary body,Malignant neoplasm of right ciliary body
C694,2,C6942,Malignant neoplasm of left ciliary body,Malignant neoplasm of left ciliary body
C695,0,C6950,Malignant neoplasm of unspecified lacrimal gland and duct,Malignant neoplasm of unspecified lacrimal gland and duct
C695,1,C6951,Malignant neoplasm of right lacrimal gland and duct,Malignant neoplasm of right lacrimal gland and duct
C695,2,C6952,Malignant neoplasm of left lacrimal gland and duct,Malignant neoplasm of left lacrimal gland and duct
C696,0,C6960,Malignant neoplasm of unspecified orbit,Malignant neoplasm of unspecified orbit
C696,1,C6961,Malignant neoplasm of right orbit,Malignant neoplasm of right orbit
C696,2,C6962,Malignant neoplasm of left orbit,Malignant neoplasm of left orbit
C698,0,C6980,Malignant neoplasm of ovrlp sites of unsp eye and adnexa,Malignant neoplasm of overlapping sites of unspecified eye and adnexa
C698,1,C6981,Malignant neoplasm of ovrlp sites of right eye and adnexa,Malignant neoplasm of overlapping sites of right eye and adnexa
C698,2,C6982,Malignant neoplasm of ovrlp sites of left eye and adnexa,Malignant neoplasm of overlapping sites of left eye and adnexa
C699,0,C6990,Malignant neoplasm of unspecified site of unspecified eye,Malignant neoplasm of unspecified site of unspecified eye
C699,1,C6991,Malignant neoplasm of unspecified site of right eye,Malignant neoplasm of unspecified site of right eye
C699,2,C6992,Malignant neoplasm of unspecified site of left eye,Malignant neoplasm of unspecified site of left eye
C70,0,C700,Malignant neoplasm of cerebral meninges,Malignant neoplasm of cerebral meninges
C70,1,C701,Malignant neoplasm of spinal meninges,Malignant neoplasm of spinal meninges
C70,9,C709,"Malignant neoplasm of meninges, unspecified","Malignant neoplasm of meninges, unspecified"
C71,0,C710,"Malignant neoplasm of cerebrum, except lobes and ventricles","Malignant neoplasm of cerebrum, except lobes and ventricles"
C71,1,C711,Malignant neoplasm of frontal lobe,Malignant neoplasm of frontal lobe
C71,2,C712,Malignant neoplasm of temporal lobe,Malignant neoplasm of temporal lobe
C71,3,C713,Malignant neoplasm of parietal lobe,Malignant neoplasm of parietal lobe
C71,4,C714,Malignant neoplasm of occipital lobe,Malignant neoplasm of occipital lobe
C71,5,C715,Malignant neoplasm of cerebral ventricle,Malignant neoplasm of cerebral ventricle
C71,6,C716,Malignant neoplasm of cerebellum,Malignant neoplasm of cerebellum
C71,7,C717,Malignant neoplasm of brain stem,Malignant neoplasm of brain stem
C71,8,C718,Malignant neoplasm of overlapping sites of brain,Malignant neoplasm of overlapping sites of brain
C71,9,C719,"Malignant neoplasm of brain, unspecified","Malignant neoplasm of brain, unspecified"
C72,0,C720,Malignant neoplasm of spinal cord,Malignant neoplasm of spinal cord
C72,1,C721,Malignant neoplasm of cauda equina,Malignant neoplasm of cauda equina
C722,0,C7220,Malignant neoplasm of unspecified olfactory nerve,Malignant neoplasm of unspecified olfactory nerve
C722,1,C7221,Malignant neoplasm of right olfactory nerve,Malignant neoplasm of right olfactory nerve
C722,2,C7222,Malignant neoplasm of left olfactory nerve,Malignant neoplasm of left olfactory nerve
C723,0,C7230,Malignant neoplasm of unspecified optic nerve,Malignant neoplasm of unspecified optic nerve
C723,1,C7231,Malignant neoplasm of right optic nerve,Malignant neoplasm of right optic nerve
C723,2,C7232,Malignant neoplasm of left optic nerve,Malignant neoplasm of left optic nerve
C724,0,C7240,Malignant neoplasm of unspecified acoustic nerve,Malignant neoplasm of unspecified acoustic nerve
C724,1,C7241,Malignant neoplasm of right acoustic nerve,Malignant neoplasm of right acoustic nerve
C724,2,C7242,Malignant neoplasm of left acoustic nerve,Malignant neoplasm of left acoustic nerve
C725,0,C7250,Malignant neoplasm of unspecified cranial nerve,Malignant neoplasm of unspecified cranial nerve
C725,9,C7259,Malignant neoplasm of other cranial nerves,Malignant neoplasm of other cranial nerves
C729,,C729,"Malignant neoplasm of central nervous system, unspecified","Malignant neoplasm of central nervous system, unspecified"
C73,,C73,Malignant neoplasm of thyroid gland,Malignant neoplasm of thyroid gland
C740,0,C7400,Malignant neoplasm of cortex of unspecified adrenal gland,Malignant neoplasm of cortex of unspecified adrenal gland
C740,1,C7401,Malignant neoplasm of cortex of right adrenal gland,Malignant neoplasm of cortex of right adrenal gland
C740,2,C7402,Malignant neoplasm of cortex of left adrenal gland,Malignant neoplasm of cortex of left adrenal gland
C741,0,C7410,Malignant neoplasm of medulla of unspecified adrenal gland,Malignant neoplasm of medulla of unspecified adrenal gland
C741,1,C7411,Malignant neoplasm of medulla of right adrenal gland,Malignant neoplasm of medulla of right adrenal gland
C741,2,C7412,Malignant neoplasm of medulla of left adrenal gland,Malignant neoplasm of medulla of left adrenal gland
C749,0,C7490,Malignant neoplasm of unsp part of unspecified adrenal gland,Malignant neoplasm of unspecified part of unspecified adrenal gland
C749,1,C7491,Malignant neoplasm of unsp part of right adrenal gland,Malignant neoplasm of unspecified part of right adrenal gland
C749,2,C7492,Malignant neoplasm of unspecified part of left adrenal gland,Malignant neoplasm of unspecified part of left adrenal gland
C75,0,C750,Malignant neoplasm of parathyroid gland,Malignant neoplasm of parathyroid gland
C75,1,C751,Malignant neoplasm of pituitary gland,Malignant neoplasm of pituitary gland
C75,2,C752,Malignant neoplasm of craniopharyngeal duct,Malignant neoplasm of craniopharyngeal duct
C75,3,C753,Malignant neoplasm of pineal gland,Malignant neoplasm of pineal gland
C75,4,C754,Malignant neoplasm of carotid body,Malignant neoplasm of carotid body
C75,5,C755,Malignant neoplasm of aortic body and other paraganglia,Malignant neoplasm of aortic body and other paraganglia
C75,8,C758,"Malignant neoplasm with pluriglandular involvement, unsp","Malignant neoplasm with pluriglandular involvement, unspecified"
C75,9,C759,"Malignant neoplasm of endocrine gland, unspecified","Malignant neoplasm of endocrine gland, unspecified"
C7A0,0,C7A00,Malignant carcinoid tumor of unspecified site,Malignant carcinoid tumor of unspecified site
C7A01,0,C7A010,Malignant carcinoid tumor of the duodenum,Malignant carcinoid tumor of the duodenum
C7A01,1,C7A011,Malignant carcinoid tumor of the jejunum,Malignant carcinoid tumor of the jejunum
C7A01,2,C7A012,Malignant carcinoid tumor of the ileum,Malignant carcinoid tumor of the ileum
C7A01,9,C7A019,"Malignant carcinoid tumor of the sm int, unsp portion","Malignant carcinoid tumor of the small intestine, unspecified portion"
C7A02,0,C7A020,Malignant carcinoid tumor of the appendix,Malignant carcinoid tumor of the appendix
C7A02,1,C7A021,Malignant carcinoid tumor of the cecum,Malignant carcinoid tumor of the cecum
C7A02,2,C7A022,Malignant carcinoid tumor of the ascending colon,Malignant carcinoid tumor of the ascending colon
C7A02,3,C7A023,Malignant carcinoid tumor of the transverse colon,Malignant carcinoid tumor of the transverse colon
C7A02,4,C7A024,Malignant carcinoid tumor of the descending colon,Malignant carcinoid tumor of the descending colon
C7A02,5,C7A025,Malignant carcinoid tumor of the sigmoid colon,Malignant carcinoid tumor of the sigmoid colon
C7A02,6,C7A026,Malignant carcinoid tumor of the rectum,Malignant carcinoid tumor of the rectum
C7A02,9,C7A029,"Malignant carcinoid tumor of the lg int, unsp portion","Malignant carcinoid tumor of the large intestine, unspecified portion"
C7A09,0,C7A090,Malignant carcinoid tumor of the bronchus and lung,Malignant carcinoid tumor of the bronchus and lung
C7A09,1,C7A091,Malignant carcinoid tumor of the thymus,Malignant carcinoid tumor of the thymus
C7A09,2,C7A092,Malignant carcinoid tumor of the stomach,Malignant carcinoid tumor of the stomach
C7A09,3,C7A093,Malignant carcinoid tumor of the kidney,Malignant carcinoid tumor of the kidney
C7A09,4,C7A094,"Malignant carcinoid tumor of the foregut, unspecified","Malignant carcinoid tumor of the foregut, unspecified"
C7A09,5,C7A095,"Malignant carcinoid tumor of the midgut, unspecified","Malignant carcinoid tumor of the midgut, unspecified"
C7A09,6,C7A096,"Malignant carcinoid tumor of the hindgut, unspecified","Malignant carcinoid tumor of the hindgut, unspecified"
C7A09,8,C7A098,Malignant carcinoid tumors of other sites,Malignant carcinoid tumors of other sites
C7A1,,C7A1,Malignant poorly differentiated neuroendocrine tumors,Malignant poorly differentiated neuroendocrine tumors
C7A8,,C7A8,Other malignant neuroendocrine tumors,Other malignant neuroendocrine tumors
C7B0,0,C7B00,"Secondary carcinoid tumors, unspecified site","Secondary carcinoid tumors, unspecified site"
C7B0,1,C7B01,Secondary carcinoid tumors of distant lymph nodes,Secondary carcinoid tumors of distant lymph nodes
C7B0,2,C7B02,Secondary carcinoid tumors of liver,Secondary carcinoid tumors of liver
C7B0,3,C7B03,Secondary carcinoid tumors of bone,Secondary carcinoid tumors of bone
C7B0,4,C7B04,Secondary carcinoid tumors of peritoneum,Secondary carcinoid tumors of peritoneum
C7B0,9,C7B09,Secondary carcinoid tumors of other sites,Secondary carcinoid tumors of other sites
C7B1,,C7B1,Secondary Merkel cell carcinoma,Secondary Merkel cell carcinoma
C7B8,,C7B8,Other secondary neuroendocrine tumors,Other secondary neuroendocrine tumors
C76,0,C760,"Malignant neoplasm of head, face and neck","Malignant neoplasm of head, face and neck"
C76,1,C761,Malignant neoplasm of thorax,Malignant neoplasm of thorax
C76,2,C762,Malignant neoplasm of abdomen,Malignant neoplasm of abdomen
C76,3,C763,Malignant neoplasm of pelvis,Malignant neoplasm of pelvis
C764,0,C7640,Malignant neoplasm of unspecified upper limb,Malignant neoplasm of unspecified upper limb
